id,type,group1,group2,date,description
567,spl,367,21,2008-08-00,"In Saudi-mediated talks between the Taliban and Afghan government officials, leader Mullah Omar remains adamant that the Taliban has separated itself from al-Qaeda. Rumors of this split had been common for several months."
569,aff,367,363,1996-10-00,"The Haqqani Network, at this time, is the premier supplier of potassium chlorate, the main ingredient used in the detonation of Taliban-made bombs.

Additionally, Jalaluddin Haqqani accepts a position within the Taliban government as the Minister of Tribal Affairs."
571,aff,363,367,2009-00-00,"A New York Times report, drawing from Counterterrorism Center data, estimates that the Haqqani Network controls between 5,000-10,000 Taliban fighters at any given time."
573,aff,303,265,1995-08-00,Investigation of links between al-Qaeda and al-Haramain Foundation reveal CIA findings that al-Haramain was also tied to al-Gama\'a al Islamiyya during the 1990s.
575,aff,105,363,2008-07-07,"A suicide car bomb at the entrance to the Indian embassy in Kabul killed 58 people and wounded 141. The Pakistani Taliban (TTP) and Haqqani Network are the suspected groups responsible, with blame also falling on the Pakistani ISI from the United STates."
577,aff,367,363,2009-02-11,"Taliban militants carried out three separate strikes throughout Kabul, killing 21 and wounding 57. The Taliban claim the attacks were in retaliation for the killing of prisoners in the Pui-I-Charki Prison."
579,aff,21,152,1994-00-00,"ASG's founder, Ustadz Abdurajak Janjalani, becomes close friends with Osama bin Laden when the two live together in Peshawar, Pakistan in the 1980s. Janjalani's close friend in ASG, Ramzi Yousef, plans the Bojinka plots, a set of plans to bomb 11 U.S. jetliners and assassinate Pope John Paul in Manila on a planned trip in 1995. The plots were foiled."
581,aff,152,251,2002-01-15,"JI operative Fathur Rahman Al-Ghozi, known as \""""Mike the Bomb-Maker\"""" is arrested in Indonesia. He admits to having been involved in the Rizal Day bombings (22 killed, 100+ injured) and that he shared his bomb-making skills with ASG members in the past."
583,aff,21,251,2000-12-24,"A series of coordinated church bombings (15+ bombs) throughout Jakarta, Indonesia are claimed by JI and al-Qaeda. 18 people are killed."
585,aff,21,251,2002-10-12,"Three bombs are detonated by JI operatives, 2 at nightclubs in Kuta and one at the US Consular office. 202 people are killed, between 209-240 are injured. Osama bin Laden releases an audio recording confirming al-Qaeda\'s involvement in the attacks."
587,all,21,152,2000-00-00,"ASG militants kidnap an American tourist in Jolo and demand an exchange for US prisoners Sheikh Omar Abdel Rahman and Ramzi Yousef, who were in jail for their involvement in the 1993 World Trade Center bombing (carried out by al-Qaeda)."
589,aff,385,393,1968-01-01,
591,aff,385,357,1968-01-01,
593,aff,385,389,1968-01-01,
595,mer,393,389,1971-07-01,
597,riv,357,351,1970-00-00,
599,mer,391,357,1971-00-00,
601,spl,149,307,1984-00-00,"The ABB, an ideologically similar faction within the NPA, began to oppose the NPA\'s strategy of utilizing jungle-based guerrilla tactics. The ABB believed targeting urban centers to be more efficient and broke away from the NPA in 1984, working independently of its parent organization. "
609,riv,149,307,1990-00-00,"As of the late 1990s, the ABB\'s tactics became increasingly violent against civilians in Philippine cities. As a result, the NPA began to rival the ABB over disagreements in tactics."
603,spl,379,309,1977-00-00,"The Moro Islamic Liberation Front (MILF) began as the New MNLF, a splinter group of the Moro National Liberation Front (MNLF) that broke away in December 1977. Hashim Salamat, an MNLF co-founder, established the group after failing to take control of the MNLF from fellow co-founder Nur Misuari. The New MNLF renamed itself as the MILF in 1984."
1551,spl,65,611,2012-12-00,"The Those Who Sign in Blood Brigade formed in December 2012, when Mokhtar Belmokhtar and his soldiers split from Al Qaeda in the Islamic Maghreb (AQIM). Although the groups split due to tensions in the leadership, it is unclear whether Belmokhtar chose to leave or was expelled.  For months prior to the split, the Those Who Sign in Blood Brigade operated semi-autonomously from AQIM.  "
1553,all,611,21,2012-11-00,"Despite its split from AQIM, the Those Who Signed in Blood Brigade still swore its allegiance to Al Qaeda (AQ) and claimed to act in AQ’s name."
1479,riv,13,57,2008-04-00,"Ansar al-Islam used a suicide bomber to attack a Mahdi Army checkpoint in the Diyala province, killing 6 Mahdi Army members."
1477,spl,149,599,1992-00-00,"The Alex Boncayao Brigade (ABB) was first established as the Manila urban guerrilla force of the Communist Party of the Philippines–New People's Army (CPP-NPA) in the mid-1980s. Sometime in the early 1990s, the ABB officially split from the CPP-NPA because of ideological and tactical disagreements. The exact year of the ABB's split is unclear."
643,aff,265,21,1995-06-26,Osama bin Laden authorized and aided in the planning of al-Jama\'a Al Islamiya\'s attempted assassination of Egyptian President Hosni Mubarak.
611,aff,367,363,2012-06-21,"The Haqqani Network reportedly provided militants and soldiers to the Taliban for an attack on a hotel in Kabul. The 12-hour standoff between militants and police involved hostages, and resulted in the deaths of 18 civilians and all 5 attackers."
1503,riv,587,395,2007-05-00,"AQKB militants claimed responsibility for a car bomb that was detonated at the Kurdistan Interior and Security Ministries building, killing 19 civilians. The Kurdistan government was led by the KDP and PUK."
615,aff,367,363,2009-12-30,"A CIA informant \""""double agent\"""" gained accessed to CIA facilities inside Forward Operating Base Chapman in Khost, then detonated, killing 10 and injuring 6. The Taliban attack was praised by AQ and the TTP. An investigation into the incident concluded that the Haqqani Network actively aided in the attack\'s conduct."
617,aff,21,395,2007-03-00,"Al Qaeda announced the creation of its new affiliate group in Iraqi Kurdistan, AQKB, in a video released in March 2007."
619,aff,265,21,2002-10-25,The United Nations designates Jemaah Islamiyah as an organization associated with/aiding the Taliban and/or al Qaeda under Resolution 1267.
621,aff,265,21,2002-10-25,The United Nations designates Jemaah Islamiyah as an organization associated with/aiding the Taliban and/or al Qaeda under Resolution 1267.
623,aff,265,21,2002-10-25,The United Nations designates Jemaah Islamiyah as an organization associated with/aiding the Taliban and/or al Qaeda under Resolution 1267.
625,aff,265,21,2002-10-25,The United Nations designates Jemaah Islamiyah as an organization associated with/aiding the Taliban and/or al Qaeda under Resolution 1267.
633,aff,141,141,2009-10-01,"Clashes break out between Hizbul Islam and al-Shabab, both groups fighting for port town of Kismayo. Al-Shabab establishes an administration there and declares war on Hizbul Islam after refusing to accept its authority."
1631,riv,61,109,2008-12-00,"ASWJ unsuccessfully attempted to take control of the Somali town Guriel from Al Shabaab, one of its major rivals."
645,mer,401,21,1998-00-00,"EIJ, led by Ayman al-Zawahiri, merges with al-Qaeda to create """"Qaeda al-Jihad."""""
647,aff,65,21,2006-00-00,"AQIM formally pledged allegiance to Al Qaeda in 2006, changing its name from the Salafist Group for Preaching and Combat (GSPC) to Al Qaeda in the Islamic Maghreb. Relations between AQIM members of GSPC, however, pre-date the 9/11 attacks."
649,all,219,21,1998-02-23,"Longtime leader of HuM, Fazlur Rehman Khalil, signed bin Laden\'s fatwa declaring the need for attacks on Western interests."
653,spl,95,219,2000-01-00,"Masood Azhar splits from HuM to found JeM, amidst ethnic disagreement and separation within several ethnic militant organizations."
655,riv,95,79,2000-03-00,"JeM is considered a rival of LeT, due to their competition for Pakistani ISI financial and operational support."
657,aff,129,21,2004-03-11,"Suspected AQ-allied militants from the Salafia Jihadia movement carry out a series of bombings on Spanish trains in Madrid, killing 191 people and wounding 2,050. The bombers are also strong affiliated with GICM."
659,aff,21,105,2009-12-30,"Suicide bombing at Camp Chapman, a CIA base in Khost, Afghanistan, leaves 9 dead and 8 wounded. The attack was a joint effort by TTP, AQ, and Afghan Taliban."
663,aff,89,87,1967-00-00,"Due to their similar ideologies, The FARC and ELN relationship fluctuates between an alliance and rivalry. However, the net result is an affiliation that includes shared members and tactics. "
665,aff,89,87,1967-00-00,"Due to their similar ideologies, The FARC and ELN relationship fluctuates between an alliance and rivalry. However, the net result is an affiliation that includes shared members and tactics. "
685,riv,89,119,1991-00-00,"Following the EPL's demobilization, the FARC allied with the dissentient EPL faction and attacked demobilized EPL members for betraying the revolution."
949,riv,147,465,1985-12-00,SSP being an anti Shitte Sunni group developed a natural rivalry with TJP soon after its founding. 
951,spl,147,215,1995-00-00,"Scholars dispute the exact date of the formation of Lashkar-e-Jhangvi (LeJ).  Some allege LeJ was formed after the 1990 assassination of the founder of Sipah-e-Sahaba Pakistan (SSP), LeJ’s parent organization.  That account contends that LeJ remained part of the SSP until 1995, when it formally split to protest an emerging dialogue between the SSP and Shiite parties. Others say LeJ was formed immediately after one of its founders, Riaz Basra, escaped from police custody in 1994."
683,riv,87,85,1997-04-00,"The AUC, a right wing paramilitary group, was created to combat leftist guerrilla groups, including the ELN. "
687,aff,89,91,1974-00-00,"Former FARC guerilla, notably Jaime Bateman, co-founded the M-19 in 1974."
1545,spl,13,609,2014-08-29,"On August 29, 2014, AI officially merged with the Islamic State (IS). However, AI's Syrian branch rejected the merger and has continued to operate under the name of Ansar al-Islam. "
691,riv,407,91,1981-12-00,"The MAS was originally created, in retaliation for the kidnapping of Don Fabio's daughter by the M-19."
709,spl,87,135,1996-00-00,The ERP was formed by rebels from the Jose Solano Sepulveda Front of the National Liberation Army (ELN)
699,riv,407,89,1982-00-00,"Because the FARC actively utilizes kidnapping to maintain its status as a major global cocaine supplier, MAS targets the right-wing guerrilla in order to (among other vested interests) recover its cocaine monopoly in Colombia. "
715,spl,87,135,1996-00-00,The ERP was formed by rebels from the Jose Solano Sepulveda Front of the National Liberation Army (ELN)
717,riv,89,135,1997-00-00,"The FARC considered the ERP to be an enemy of the state, and took measures to contain the small group. "
703,riv,407,89,1982-00-00,"Because the FARC actively utilizes kidnapping to maintain its status as a major global cocaine supplier, MAS targets the right-wing guerrilla in order to (among other vested interests) recover its cocaine monopoly in Colombia. "
705,riv,407,89,1982-00-00,"MAS was created to attack all leftist guerrilla groups that kidnapped drug lords and large landowners, including the FARC."
1541,all,89,607,2006-00-00,BACRIM and the FARC have work together in the drug trade since BACRIM's inception. Additionally BACRIM has reportedly shared militants with the FARC .
711,spl,87,135,1996-00-00,The ERP was formed by rebels from the Jose Solano Sepulveda Front of the National Liberation Army (ELN)
1543,all,87,607,2006-04-00,"BACRIM's involvement in the drug trade has made its relationship with the ELN one of partnership from the start. Additionally, BACRIM is reliant on the ELN, in addition to the FARC, for Coca Base."
719,riv,87,85,1997-00-00,"The AUC was created to combat leftist guerrillas, including the ELN, and recently attacked communities with suspected ELN sympathizers."
721,aff,21,409,1998-06-00,Close relations between Osama bin Laden and IMU co-founder Juma Namangani lead to the ideological and operational alliance between al-Qaeda and the IMU.
723,aff,409,367,2001-00-00,"IMU and Taliban militants fight alongside one another against Coalition and ISAF forces, suffering heavy losses."
725,aff,409,367,2001-10-00,The American invasion of Afghanistan led to the provision of a safe-haven of IMU fighters by Taliban commander Maulvi Nazir. The IMU was able to re-group and operate from South Warziristan from 2001-2007 as a result.
727,mer,369,403,2003-00-00,In the early 2000s SPIR (and IIPB) was incorporated into the armed forces of the Republic of Ichkeria. 
729,mer,369,397,2003-00-00,"In the early 2000s, IIPB and SPIR merged into the armed forces of the Republic of Ichkeria. "
861,aff,397,21,1998-00-00,"IPB served as the major liaison between Al Qaeda and terrorist organizations in the North Caucasus.  The group\'s co-founder, Ibn Al Khattab, was a Saudi Arabian Al Qaeda member."
733,all,413,397,1999-00-00,Shamil Basayev was the co-founder of IIPB and the founder of Riyadus-Salikhin. Both groups collaborated on several attacks. They also shared members. 
735,aff,369,375,2002-00-00,Shariat Jamaat (Dagestan) and the Chechen Republic of Ichkeria were both responsible for attacks against the Russian Federation in the hopes of attaining independence. 
737,aff,369,373,2000-00-00,Ingush Jamaat (Ingushetia) and the Chechen Republic of Ichkeria were both responsible for attacks against the Russian Federation in the hopes of attaining independence. 
745,aff,369,371,2002-00-00,Yarmuk Jamaat (Kabardino-Balkaria) and the Chechen Republic of Ichkeria were both responsible for attacks against the Russian Federation in the hopes of attaining independence. 
741,aff,369,375,2002-00-00,Shariat Jamaat (Dagestan) and the Chechen Republic of Ichkeria were both responsible for attacks against the Russian Federation in the hopes of attaining independence. 
747,mer,413,255,2009-00-00,"In 2009, under Doku Umarov\'s order, the Caucasus Emirate reactivated Riyadus-Salikhin, which displayed little activity after Shamil Basayev\'s (leader and founder) death in 2006. "
755,mer,369,255,2007-00-00,"Doku Umarov announced the end of the Chechen Republic of Ichkeria and founded a new umbrella organization, the Caucasus Emirate, to combine all of the terrorist groups in the North Caucasus. "
751,mer,373,255,2007-00-00,"After the dissolution of the Republic of Ichkeria and the founding of the Caucasus Emirate, the Ingush Jamaat was incorporated into the Caucasus Emirate. "
1393,riv,587,25,1993-12-00,"Violent clashes between the PUK and IMK erupted in December 1993 in the Kirkuk and Sulaimaniya provinces, resulting in the withdrawal of the IMK from the region."
917,all,405,57,2009-00-00,"The Mahdi Army and SCIRI worked together in the lead up to the 2010 Iraqi parliamentary elections.  However, the two groups rivalry resumed shortly after the elections."
757,mer,255,375,2007-00-00,"After the dissolution of the Republic of Ichkeria and the founding of the Caucasus Emirate, the Shariat Jamaat was incorporated into the Caucasus Emirate. "
759,mer,255,371,2007-00-00,"After the dissolution of the Republic of Ichkeria and the founding of the Caucasus Emirate, the Yarmuk Jamaat was incorporated into the Caucasus Emirate. "
761,mer,255,377,2007-00-00,"After the dissolution of the Republic of Ichkeria and the founding of the Caucasus Emirate, the Liberation Army of Dagestan was incorporated into the Caucasus Emirate. "
763,aff,369,377,1999-00-00,Liberation Army of Dagestan and the Chechen Republic of Ichkeria were both responsible for attacks against the Russian Federation in the hopes of attaining independence. 
765,all,89,87,2015-05-00,"FARC's leader, Timonchenko, said it absolutely necessary for the ELN to join the 2015 peace talks for the sake of peace within the country."
865,aff,403,21,1996-00-00,"SPIR received financial assistance from Al Qaeda, like other prominent terrorist groups in the North Caucasus. As a result of Al Qaeda influence, they expanded their mission from establishing an independent Chechnya to creating a North Caucasus Caliphate. "
873,mer,255,373,2007-00-00,"Doku Umarov announced the end of the Chechen Republic of Ichkeria and founded a new umbrella organization, the Caucasus Emirate, to combine all of the terrorist groups in the North Caucasus. "
859,aff,369,21,1996-00-00,The Republic of Ichkeria became associated with Al Qaeda through several leaders  who participated in Al Qaeda training camps in Afghanistan. These jihadists returned to Chechnya and trained other Chechens to do the same.
777,spl,223,417,1998-00-00,"Al-Badr split from Hizb-ul-Mujahideen in 1998. It is thought that the ISI instigated this split in order to separate the more violent al-Badr, made mostly of foreign mercenaries, from Hizbul-ul-Mujahideen."
819,aff,265,401,1979-00-00,"Al-Jama'a al-Islamiya has extensive relations with the Egyptian Islamic Jihad, dating back to the groups' foundations in after the Muslim Brotherhood renounced violence in Egypt during the 1970s. Al-Jama'a was founded as an umbrella group for what became EIJ, which emerged as a politically active student group in the 1970s and turned to violence in the early 1980s. The two groups worked together in the assassination of Anwar al-Sadat in 1981."
787,all,329,331,1966-00-00,"Tara and the Volunteer Force worked together until 1971. The two groups ended their relationship when Samuel McClelland (UVF), confronted William McGrath (Tara) about his alleged pedophilia and homosexuality."
791,riv,345,331,1974-05-00,"The UVF\'s Joe Shaw was killed by UDA members in a drunken brawl between the two groups. This skirmish turned into a year-long feud, which included multiple retaliatory attacks."
811,riv,67,73,1994-07-00,The Islamic Salvation Army (AIS) was created in response to the radical Armed Islamic Group of Algeria (GIA) (targeted civilians). 
837,riv,73,67,1995-03-00,Fighting increased between the two groups in 1995 (60 combined deaths in the month of march).
797,spl,69,65,2006-09-00,The GSPC began to encompass the ideology of global jihad in addition to their foundational goal of establishing an Islamic state in Algeria. AQIM was formed in September 2006 as part of a merger between the regional GSPC and the broader al-Qaeda movement. 
813,aff,71,73,1994-07-00,"During the Algerian Civil War, former MIA members joined the Islamic Salvation Army (AIS)."
815,aff,67,427,1993-00-00,Both GIA and OJAL stemmed from the Département du Renseignement et de la Sécurité (DRS). It is believed that both were cover names for the violent actions committed by DRS.
821,all,61,19,2012-02-00,"In February 2012 Al Shabab spokesman Sheikh Raage made a specific statement that Al Shabab is connected to Al Qaeda in the Arabian Peninsula. “We will work with other brothers of AQAP in Yemen, Saudi Arabia and elsewhere in the world and we are part of them. We are the branch of AQAP in Somalia.\"""" "
823,aff,363,79,2011-09-29,"The Network has been tied to operations with Lashkar-e-Taiba (LeT), a terrorist group also nurtured and reportedly funded by the Pakistan Inter-Service Intelligence agency (ISI). Though direct links between these two groups are not known, it is suspected that the ISI utilizes both groups to carry out terror operations in Afghanistan and Pakistan."
825,aff,251,367,2002-10-25,Jemaah Islamiyah was designated by the United Nations to the 1267 Committee\'s list of terrorist organizations linked to the Taliban. 
1335,spl,585,577,2001-01-00,
1337,spl,585,577,2001-01-00,"The IUMK fragmented in 2001 when a large number of its members split off with Ali Bapir to form the Kurdistan Islamic Group and with Mullah Krekar to form the Reformist Group. Omar Barziani subsequently re-formed Kurdish Hamas with his followers, leaving Ali Abdul Aziz to re-form the IMK from the remaining members of the IUMK."
831,all,409,105,2008-00-00,The IMU has maintained close ties to Tehreek-e-Taliban in Pakistan (TTP). 
833,aff,23,21,2000-10-12,"AQY was the Yemeni branch of the al-Qaeda franchise, although they were never recognized by al-Qaeda leadership publicly."
1365,mer,593,13,2001-12-00,"In late 2001 Jund al-Islam and the Reformist Group merged to form Ansar al-Islam, which was initially led by Mullah Krekar, the former leader of the Reformist Group."
1367,mer,577,13,2001-12-00,"In late 2001 Jund al-Islam and the Reformist Group merged to form Ansar al-Islam, which was initially led by Mullah Krekar, the former leader of the Reformist Group."
1369,spl,405,435,2012-00-00,"In 2007, the SCIRI renamed itself the Islamic Supreme Council of Iraq (ISCI), in an attempt to disassociate itself from Tehran. To preserve ties with Iran, the Badr Organization split from the ISCI to form is own political and military unit in 2012."
843,aff,65,437,2012-05-26,Ansar Dine is reportedly an affiliate of AQIM.  AQIM allegedly wanted to keep the affiliation secret so that Ansar Dine could expand operations without the watchful eye of the media or the international community. 
863,aff,413,21,1999-00-00,"Riyadus-Salikhin had strong relationships with Al Qaeda because Shamil Basayev built a close relationship with an Al-Qaeda member, Ibn Al-Khattab, the co-founder of IIPB. Basayev received training through Al-Qaeda in Afghanistan, where he brought other Chechen recruits to receive the same training."
847,riv,405,57,2007-08-00,"The Mahdi Army and the SCIRI's armed wing, the Badr Brigades, clashed in August of 2007 in Karbala. Over 50 shiite pilgrims were killed in the battle."
871,spl,379,152,1991-00-00,"The Abu Sayyaf Group (ASG) was founded in 1991 by Abdurajak Abubakar Janjalani, a Moro National Liberation Front (MNLF) member who believed in a more radical way of pursuing an independent Islamic state than did the MNLF leadership. Janjalani recruited other disappointed MNLF members into what would become the ASG."
853,all,369,397,2002-10-26,"The Chechen Republic of Ichkeria, Riyadus-Salikhin, IIPB, and SPIR collaborated to launch an attack on the Moscow Dubrovka Theatre. They held over 800 people hostage and over 130 people were killed. "
855,all,369,403,2002-10-26,"The Chechen Republic of Ichkeria, Riyadus-Salikhin, IIPB, and SPIR collaborated to launch an attack on the Moscow Dubrovka Theatre. They held over 800 people hostage and over 130 people were killed. "
857,all,369,413,2002-10-26,"The Chechen Republic of Ichkeria, Riyadus-Salikhin, IIPB, and SPIR collaborated to launch an attack on the Moscow Dubrovka Theatre. They held over 800 people hostage and over 130 people were killed. "
867,aff,255,21,2007-12-27,"The Caucasus Emirate receives financial assistance from Al Qaeda, as well as military training. The two groups coordinate training camps in the North Caucasus and Afghanistan. "
869,riv,435,443,2006-00-00,"The Badr Organization, the largest Shiite party in Iraq, opposes the League of the Righteous, a group that split from the Mahdi Army. "
875,riv,89,87,2000-01-00,"The FARC and ELN battled for local control in contested territory, namely, Antioquia through Choco."
877,mer,255,375,2007-00-00,"Doku Umarov announced the end of the Chechen Republic of Ichkeria and founded a new umbrella organization, the Caucasus Emirate, to combine all of the terrorist groups in the North Caucasus. "
879,mer,255,371,2007-00-00,"Doku Umarov announced the end of the Chechen Republic of Ichkeria and founded a new umbrella organization, the Caucasus Emirate, to combine all of the terrorist groups in the North Caucasus. "
881,aff,89,89,2009-00-00,"The FARC and ELN began peace talks about a possible alliance. The two groups had been teaming up against the government until 2009, when they discussed making an official alliance. "
883,all,89,87,2009-00-00,The FARC and the ELN proposed an alliance after months jointly targeting the government. 
885,aff,361,81,2009-00-00,"According to the U.S. government, Kata'ib Hezbollah has received money and weapons from Lebanese Hezbollah."
947,riv,147,463,1985-12-00,"SSP, an anti Shitte group, had a rival relationship with TJP, which was created to protect the interests of the Shiite in Pakistan. "
945,spl,417,223,1998-00-00,"Al Badr, according to official sources in Jammu and Kashmir, which was earlier operating under the banner of Hizb-ul-Mujahideen (HM), was encouraged by the ISI to split off and operate independently in the year 1998"
943,aff,417,101,1998-02-00,"While it is unclear what the extent of IJT\'s use of violent means was prior to 1971, it has been documented however that with the help of the army the IJT organized two paramilitary units, called al-Badr and al-Shams, to fight the Bengali guerrillas in the then East Pakistan."
941,aff,81,143,2009-04-00,"AAH received weapons, training, and financial support from Hezbollah. "
939,spl,57,143,2006-07-00,The AHH is one of the faction groups of that broke away from the Madhi army during 2007-2008 infighting.
1443,riv,361,1,2014-09-00,"Kata'ib Hezbollah worked with elements of the Kurdish peshmerga to defend the city of Amerli in Iraq from IS. KH has been fighting alongside Iraqi government forces in the war against IS since June 2014. While the groups have opposed each other in Iraq, there have been no confirmed reports of KH targeting IS in Syria. "
1327,spl,25,573,1997-00-00,"Hassan Sofi led a group of veterans of the Afghanistan war to split from the IMK in 1997, forming Kurdish Hamas.  Kurdish Hamas tended to be more radical Islamist and Jihadist than the IMK and sought to establish strict Shariah Law across Iraq."
1453,mer,25,585,1999-00-00,"The Islamic Unity Movement of Kurdistan (IUMK) was a Kurdish Islamist organization formed in 1999 by the merger of the Islamic Movement of Kurdistan (IMK), al-Nahda, and Kurdish Hamas."
1331,mer,575,585,1999-00-00,"The Islamic Unity Movement of Kurdistan (IUMK) was a Kurdish Islamist organization formed in 1999 by the merger of the Islamic Movement of Kurdistan (IMK), al-Nahda, and Kurdish Hamas."
933,all,249,361,2008-11-00,"The two groups worked together to conduct attacks on U.S. forces. Also, the groups are connected through Iranian and religious alliances. "
929,all,143,249,2008-11-00,"In 2008, the two groups worked together to conduct attacks on U.S. forces. Also, the groups are connected through Iranian and religious alliances. "
927,spl,57,249,2008-11-00,The Promised Day Brigades was created by the Mahdi Army to become its armed wing. 
953,aff,215,367,1996-00-00,"In the 1990s, many LeJ and SSP members fought alongside the Taliban in Afghanistan.  "
955,aff,215,21,1998-00-00,"The ties forged between LeJ and Al Qaeda in the training camps of Afghanistan survived the Taliban\'s fall.  After the U.S.-led invasion of Afghanistan in 2001, LeJ members helped al Qaeda leadership escape into Pakistan and elsewhere. "
957,spl,215,451,2009-00-00,Lashkar-e-Jhangvi Al-Alami is a splinter of LeJ known to have carried attacks in concert with TTP against Pakistan Army and sectarian targets. 
959,all,105,451,2009-00-00,TTP and LeJ-AA have carried out coordinated attacks across Pakistan.
961,riv,133,79,2010-04-00,Asian Tigers has openly renounced LeT for its close relationship with the ISI.
963,riv,133,95,2010-04-00,Asian TIgers has openly renounced JeM because of its cooperative relationship with the ISI. 
965,aff,215,95,2000-12-00,"JeM fighters have allegedly received military training in LeJ camps in Afghanistan.63 Recent cooperation between LeJ, SSP and JeM – and the trio\'s growing ties to the TTP – have led some analysts to consider the three groups (or at least some of their members) part of the Punjabi Taliban."
967,aff,301,21,2001-00-00,Wafa Humanitarian Organization has supported the Taliban and financed Al-Qaeda 
969,aff,301,367,2001-00-00,Wafa Humanitarian Organization has supported the Taliban and financed Al-Qaeda. 
971,spl,105,433,2007-12-00,"Qari Zainuddin Mehsud split from Baitullah Mehsud’s Tehreek-i-Taliban-aligned group in 2007, following the death of his cousin Abdullah Mehsud. "
973,aff,433,367,2009-00-00,"Zain Group has vowed support for Taliban militants in Afghanistan fighting against the US forces, particularly for Mullah Omar."
975,aff,133,217,2010-00-00,"According to Terrorism Monitor, Asian Tigers is a front of Hakat-ul-Jiahdi-Islami(HuJI), led by Ilyas Kashmiri."
977,aff,133,105,2010-04-00,"According to Arif Jamal of Terrorism Monitor, Asian Tigers falls in the umbrella of Tehreek-e-Taliban(TTP) Pakistan."
979,all,105,411,2008-00-00,"Soon after the launch of TTP, TNSM became an important member of the TTP coalition; there was active coordination and cooperation between the two in upstaging the Pakistani state apparatus in Swat region. "
981,aff,411,367,2001-10-00,"TNSM actively fought alongside the Taliban against the US and Northern Alliance forces in Afghanistan sending more than 10,000 fighters into the country."
983,aff,449,105,2009-08-00,"After associates of Gul Bahadar and Nazir were killed in August of 2009 in territory under the control of Baitullah, Nazir demanded eight men from Baitullah’s group to be handed over to his forces for their involvement in the murders. Following the non fulfillment of his demand, Maulvi Nazir separted himself from TTP."
985,aff,425,105,2009-00-00,"According to media reports, Shadow Army and TTP have carried coordinated attacks."
987,aff,425,21,2009-00-00,Shadow Army consists of fighters drawn from Al-Qaeda\'s cadres.
989,aff,425,453,2009-00-00,The exact relationship between Lashkar-e-Zil and 313 Brigade is unclear; at times the two groups have been confused by analysts and reporters alike because both groups were headed by Ilyas Kashmiri.
991,aff,453,105,2010-00-00,"313 Brigade is suspected to have acted in concert with TTP against a range of targets, however the extent of 313 Brigade\'s involvement remains unclear. "
993,aff,459,21,2003-06-00,Jundullah was suspected to have an affiliation with Al-Qaeda following an attack carried out by the group on Pakistan Army\'s Karachi Corps Commander. 
995,aff,459,21,2003-06-00,Jundullah was suspected to have an affiliation with Al-Qaeda following an attack carried out by the group on Pakistan Army's Karachi Corps Commander. 
997,riv,445,105,2008-00-00,LeI developed a rivalry with TTP after the killing of LeI leader Haji Namdar in 2008; TTP was suspected to have played a role in his killing.
999,riv,215,465,1995-00-00,"At the time of its formation, one of LeJ\'s main goal was to target and eliminate TJP cadres across Pakistan."
1627,spl,113,487,2010-02-00,"The Ras Kamboni Brigade, one of the original constituent groups of Hizbul Islam, began to fracture around October 2009. In February 2010, one faction of the Ras Kamboni Brigade broke away from Hizbul Islam and officially joined Al Shabaab. The other faction of the Ras Kamboni Brigade also left Hizbul Islam to form a separate group called the Ras Kamboni Movement. The Ras Kamboni Brigade ceased to exist at this time."
1629,spl,113,489,2010-02-00,"The Ras Kamboni Brigade, one of the original constituent groups of Hizbul Islam, began to fracture around October 2009. In February 2010, one faction of the Ras Kamboni Brigade broke away from Hizbul Islam and officially joined Al Shabaab. The other faction of the Ras Kamboni Brigade also left Hizbul Islam to form a separate group called the Ras Kamboni Movement."
1005,mer,141,491,2012-08-20,"The Federal Government of Somalia was established in August 2012, following the end of the TFG\'s mandate. Internationally, it is recognized as Somalia\'s official government. "
1623,mer,623,487,2009-02-04,"Four Somali Islamist groups merged to form Hizbul Islam. The four original groups were the Alliance for the Re-liberation of Somalia (ARS), the Ras Kamboni Brigade, Jabhatul Islamiya (Islamic Front), and Anole, also called the Anoole Forces. "
1625,spl,113,487,2010-02-00,"The Ras Kamboni Brigade, one of the original constituent groups of Hizbul Islam, began to fracture around October 2009. In February 2010, one faction of the Ras Kamboni Brigade broke away from Hizbul Islam and officially joined Al Shabaab. The other faction of the Ras Kamboni Brigade also left Hizbul Islam to form a separate group called the Ras Kamboni Movement."
1619,mer,621,625,2009-02-04,"Four Somali Islamist groups merged to form Hizbul Islam. The four original groups were the Alliance for the Re-liberation of Somalia (ARS), the Ras Kamboni Brigade, Jabhatul Islamiya (Islamic Front), and Anole, also called the Anoole Forces. "
1621,mer,625,623,2009-02-04,"Four Somali Islamist groups merged to form Hizbul Islam. The four original groups were the Alliance for the Re-liberation of Somalia (ARS), the Ras Kamboni Brigade, Jabhatul Islamiya (Islamic Front), and Anole, also called the Anoole Forces. "
1017,all,489,491,2012-09-00,"In late 2012, the Ras Kamboni Movement aligned with the Kenyan Defense Forces (KDF) and Somali forces to push Al-Shabab out of Kismayo."
1021,aff,225,497,1997-00-00,"In their August 1997 cyber-attack, the IBT stated that they were an \""""elite department\"""" of the LTTE, specializing in \""""suicide e-mail bombings.\""""  

"
1023,spl,225,495,2004-03-00,"In March 2004, a top LTTE military commander Colonel Karuna split from the LTTE, taking around 6,000 of the LTTE\'s 15,000-strong force with him. "
